,Income,DebtRatio,CreditScore,EducationLevel,EmploymentType,Age,NumDependents,MaritalStatus,Region,LoanApproved
4855,95154.81079218937,0.12785627344363604,8478.661385956068,Low,Unemployed,46.85640260528671,5,Single,South,0
4856,73061.19966882606,0.5324940937399603,8433.112150583367,Low,Salaried,31.173100378076988,3,Divorced,North,0
4857,74232.1964470743,0.4240050112957468,8509.692467457466,Medium,Unemployed,41.44233909684798,1,Married,South,0
4858,61960.35036696574,0.5950000174093395,8515.862790283829,High,Salaried,48.673471380557885,0,Single,North,1
4859,57877.11369949578,0.40429635455549257,8572.040732099758,Low,Unemployed,70.12173833361044,0,Divorced,North,0
4860,52863.06833992648,0.4241254467411454,8518.622258759466,Low,Unemployed,39.250719058152995,3,Married,North,0
4861,47608.32012428187,0.13106042856523908,8484.859605014079,Medium,Salaried,28.88444155737951,3,Single,North,1
4862,49694.78850450754,0.50111371902158,8520.28383759348,Low,Unemployed,41.53236312482391,1,Married,West,0
4863,39741.660534855255,0.26388392536303,8555.474428112231,Low,Self-Employed,21.80465267416707,1,Divorced,East,1
4864,58861.92823972465,0.1118163533072923,8544.560984025953,Low,Salaried,38.34061168670418,1,Divorced,East,0
4865,34729.9863416042,0.13986229750361803,8531.071739566087,High,Salaried,40.2145847984505,4,Married,North,1
4866,62863.74786215566,0.6743713653796154,8513.729092465628,Low,Self-Employed,41.54580310850475,2,Married,East,1
4867,59455.040879364875,0.30764637374790815,8470.933639392477,Low,Unemployed,52.08463110617563,1,Married,East,0
4868,62204.029475800315,0.6208453771726954,8448.360059375242,Low,Unemployed,47.15405052041384,5,Married,East,0
4869,52168.02644970011,0.6758063404415535,8440.449696381116,Medium,Salaried,33.07972329973646,1,Single,East,1
4870,106152.90555270755,0.6659603133023936,8519.698314393752,Low,Salaried,53.464436684042376,3,Divorced,East,1
4871,80401.7385027047,0.629035144419652,8524.914003496753,Low,Unemployed,52.76877442457282,1,Single,South,0
4872,41331.862498729155,0.6369063474767805,8554.715224130196,High,Unemployed,31.545862724344794,2,Single,South,0
4873,63493.02131140347,0.2734048266045709,8528.086592612493,Low,Salaried,23.557591210896454,4,Married,West,0
4874,50879.907855940146,0.19088193415621496,8552.543572457298,Low,Self-Employed,17.933746763216256,3,Divorced,South,1
4875,44782.80409938879,0.4835575372527542,8493.472668467904,Low,Salaried,46.12618871682698,5,Married,East,0
4876,39898.91893314098,0.39286335512129433,8538.542123171816,Low,Unemployed,50.20443902540288,0,Single,East,0
4877,66483.25036138881,0.15924803121710263,8449.926474403483,Medium,Salaried,35.95635461192618,3,Divorced,East,1
4878,49779.29647395639,0.5065247896134465,8496.990707406203,Low,Salaried,39.774020745363885,5,Married,South,0
4879,74517.39036037806,0.437716004490864,8408.425719788072,Medium,Unemployed,45.492989979957486,2,Single,South,0
4880,74906.73321795659,0.6178404404862634,8501.579232805283,High,Unemployed,43.05461639618988,5,Single,North,1
4881,80608.71577817174,0.4655102774130392,8561.239324202052,Low,Salaried,43.71754292775846,4,Married,South,0
4882,47214.19850888845,0.4443677078330522,8503.510532504139,High,Self-Employed,61.14110205154384,1,Married,South,1
4883,67130.48416038015,0.36445103399957673,8536.091249608662,Low,Self-Employed,38.4096420400001,0,Divorced,South,1
4884,69486.8132496345,0.37767224193332216,8513.659260704566,Medium,Unemployed,41.86221039404371,4,Divorced,West,0
4885,52887.32737344053,0.6726287361874697,8471.478709368032,Low,Salaried,34.334986906264376,4,Married,South,0
4886,48423.42063910687,0.1830676056401436,8490.667609482438,Low,Salaried,50.97492920547799,5,Divorced,South,0
4887,84142.8099866396,0.3677312911493123,8558.984224682543,Low,Self-Employed,55.270826202502946,0,Single,East,1
4888,63412.4381359808,0.4934963403561057,8535.833702790394,Low,Unemployed,42.370365523911836,2,Married,East,0
4889,69539.51626067607,0.35980638735423975,8469.12020997733,High,Self-Employed,43.890856899221596,3,Divorced,North,1
4890,47668.859822581086,0.2699293762244547,8430.626422705074,Low,Self-Employed,53.80428201844346,1,Divorced,West,1
4891,41710.73300216709,0.2724144224577129,8510.342329178224,High,Unemployed,36.0921669322039,4,Single,West,0
4892,51458.25338261834,0.24019362775462944,8470.906008811513,High,Self-Employed,43.13761144127853,3,Married,North,1
4893,58139.67918915005,0.3063419203498538,8491.128249511836,Low,Unemployed,23.886445140756624,4,Single,North,0
4894,44036.69989773977,0.6230048653501402,8427.278870845275,Low,Unemployed,41.35381714442046,5,Single,South,0
4895,59852.327870244255,0.4031347301937971,8552.037642875564,Medium,Self-Employed,37.9483763863464,4,Single,East,1
4896,34672.4221789725,0.24414323684669106,8495.151109636641,Medium,Salaried,52.01973475114266,1,Divorced,North,1
4897,43199.28866295192,0.33071603021591944,8502.732998556738,Low,Salaried,38.29297793076484,3,Single,North,0
4898,70063.66872415313,0.16349824724714082,8458.353489230241,Low,Unemployed,36.85416353073996,3,Divorced,West,0
4899,69056.85780416841,0.6424214438432427,8486.130764707019,Low,Unemployed,56.06949320302293,2,Married,South,0
4900,54121.848519197,0.3449186992548592,8506.122988816363,High,Self-Employed,38.00514199860133,3,Single,South,1
4901,44733.5353638457,0.6882347227558454,8469.33713867615,Low,Unemployed,46.41823884734194,2,Married,North,0
4902,44588.94672710983,0.30852326395751156,8489.206912496666,Medium,Unemployed,54.21315094622338,5,Single,South,0
4903,54400.97631088029,0.6018136283362726,8569.314571227666,Low,Salaried,34.17405541864666,4,Single,North,0
4904,69667.77737467937,0.2538311879748719,8412.497901518234,Medium,Self-Employed,48.64221154581423,0,Married,West,1
4905,73923.68537016487,0.14569173602656135,8509.228085053066,High,Salaried,32.58153650663186,3,Divorced,North,1
4906,52552.02396777047,0.11904001700428042,8460.726696652426,Low,Unemployed,46.503238628527406,0,Divorced,South,0
4907,42697.61361022824,0.4637010559868701,8566.824499491719,Low,Salaried,48.66690458291808,3,Married,West,0
4908,64017.654567995,0.28694420300415363,8490.963634958136,Medium,Unemployed,34.50326170900453,1,Divorced,South,0
4909,47646.97544061226,0.366111928285497,8447.642271280423,High,Unemployed,17.31670627098213,3,Divorced,South,1
4910,52226.210417081966,0.5911882213604772,8489.219498115717,Medium,Salaried,29.427198996707816,5,Divorced,West,1
4911,79879.14135655556,0.24886485141688128,8517.481712886765,Medium,Salaried,41.55427258580396,1,Divorced,West,1
4912,72406.73142848651,0.28519148604094796,8638.781122878849,Medium,Unemployed,29.342560211368404,0,Single,East,0
4913,62369.614683771775,0.6072017110352004,8394.50949843352,Low,Unemployed,35.887823729196676,3,Married,West,0
4914,40921.21498330916,0.39565736400610246,8440.044193250778,Medium,Self-Employed,45.11202951115222,5,Married,West,1
4915,63170.948512059884,0.5965991002314925,8565.260944023403,Low,Salaried,37.1500638696539,2,Divorced,East,0
4916,75939.8593618129,0.3246856020797898,8424.552017868364,Low,Salaried,40.80790820830288,3,Divorced,West,0
4917,54365.495013516964,0.3390219884962651,8500.481596142456,Medium,Unemployed,33.35053579461833,1,Divorced,North,0
4918,80266.71134980072,0.20028301706695376,8475.831756048088,High,Unemployed,58.8179180198194,0,Single,South,1
4919,79391.1793427731,0.6498075121569797,8467.978797661259,High,Unemployed,32.781299421979575,0,Married,North,1
4920,84955.9924821521,0.6380702164075657,8491.390369219576,Low,Self-Employed,39.51395096158148,4,Married,North,1
4921,64578.64689797029,0.6905302087388641,8483.36586394204,Medium,Self-Employed,45.40404597407441,3,Divorced,East,1
4922,68810.87549709018,0.3414682763018269,8552.853080710996,Medium,Salaried,29.546491565745313,3,Single,East,1
4923,81212.80932496635,0.5911689650551852,8566.414735372151,Medium,Self-Employed,40.148371499833864,1,Divorced,South,1
4924,66710.90905603464,0.3489722390032711,8521.315198183038,Low,Unemployed,37.90974059709491,5,Divorced,West,0
4925,52481.48838314681,0.3725792733525837,8488.196373108081,Low,Salaried,47.72065409906752,2,Single,East,0
4926,53271.857452082084,0.5979996361568947,8512.92349354042,Low,Salaried,40.38161858028604,0,Divorced,East,0
4927,63578.32430660608,0.20642006253183984,8540.251278337222,Medium,Unemployed,34.149207776000374,0,Married,West,0
4928,40641.57867080672,0.2321865606770514,8550.084915320209,Low,Unemployed,42.96728622326018,5,Divorced,North,0
4929,57851.11626953711,0.288836944237489,8518.502342349251,Medium,Unemployed,51.24689897445246,2,Single,North,0
4930,76448.2067734538,0.5729074195000344,8576.383077602135,Low,Unemployed,37.01809740973986,2,Married,South,0
4931,27131.192232520785,0.3235909296208497,8469.174397303757,Low,Self-Employed,40.614651842283784,1,Single,South,1
4932,83017.23152691772,0.31490092496845695,8556.997814789238,Low,Salaried,39.20527666675336,4,Divorced,East,0
4933,76835.61328054739,0.699289807153145,8535.217993138032,Low,Unemployed,43.97193513275062,1,Single,East,0
4934,53103.530762542854,0.3302836858596877,8469.499981163231,Medium,Unemployed,32.41353156350388,2,Single,East,0
4935,68150.86241807714,0.2486623217893522,8511.634294133899,Low,Salaried,58.644039280867446,1,Single,West,0
4936,60047.2159035949,0.473928206920566,8515.071478914866,Low,Self-Employed,53.658145030525795,2,Married,South,1
4937,78449.85552658024,0.5811279711730005,8492.898377982166,Medium,Self-Employed,36.59480046158395,2,Married,East,1
4938,74740.24714154912,0.14176470023389556,8492.353225003106,High,Self-Employed,61.15474232531227,5,Divorced,South,1
4939,38998.93915225486,0.471335338683085,8423.75861841572,Medium,Salaried,15.688741986114243,4,Divorced,West,0
4940,68808.93620196266,0.12144127352813486,8465.536639349943,High,Self-Employed,48.67878521438801,4,Married,East,1
4941,56915.582195351286,0.41579941058771075,8488.081393390523,High,Self-Employed,76.94540311916394,0,Divorced,North,1
4942,61242.488557771496,0.25419493825468553,8471.37158051683,High,Salaried,37.54883762254747,3,Divorced,East,1
4943,49077.42148545277,0.28398501860391145,8457.216796578863,High,Self-Employed,48.88042438127066,0,Divorced,East,1
4944,86222.05603681253,0.3802575783894296,8553.05456765595,Medium,Salaried,48.90262229659122,2,Single,West,1
4945,75600.92729853863,0.6562644764473522,8494.803745667767,High,Salaried,37.812431586484465,4,Divorced,West,1
4946,48903.43254040549,0.5264003839527259,8608.337086026822,Low,Unemployed,45.66008148865009,1,Divorced,North,0
4947,39980.84089634651,0.6621073577706978,8511.137374953312,Low,Unemployed,57.05526772450512,4,Married,West,0
4948,54214.910535332274,0.49598260273520656,8552.007759634234,High,Self-Employed,31.43654449278694,5,Divorced,South,1
4949,66517.53969136959,0.10426464825271581,8489.593897751587,Low,Self-Employed,45.19562960350676,5,Married,West,1
4950,63603.08765919335,0.2593511184086066,8466.916261703902,High,Self-Employed,49.695444780202145,1,Divorced,East,1
4951,78796.99237152365,0.6434635466322243,8513.14246025679,Low,Unemployed,33.3057337851219,4,Divorced,South,0
4952,71848.79583271279,0.48606731258064684,8564.775803538058,Low,Salaried,41.29175871629094,5,Divorced,West,0
4953,74543.5353862936,0.6889883419421649,8495.54637822728,High,Salaried,45.25513569340645,2,Divorced,East,1
4954,64902.83100915656,0.19357841153097738,8522.33890918906,Low,Unemployed,33.235356400134215,2,Single,West,0
4955,39160.51904683514,0.2780486998639117,8512.87802157262,Medium,Salaried,55.010877481227325,3,Single,East,0
4956,57064.52203279648,0.3174205957102218,8495.09995388701,Low,Salaried,43.07705431329322,3,Single,West,0
4957,75901.34609862998,0.2959346909003863,8497.658776729439,High,Self-Employed,33.30456308368941,2,Married,West,1
4958,59227.15607213031,0.2511949180899284,8450.076268563987,Medium,Salaried,28.983480076962728,1,Single,North,1
4959,67546.3555293562,0.3660794294540667,8499.445573324838,Low,Self-Employed,37.657807714831804,0,Divorced,West,1
4960,55218.775271308004,0.4853788740216227,8532.664698169716,Low,Unemployed,37.26531017353596,4,Single,West,0
4961,44552.82227187233,0.2867541537320176,8514.785605907186,Medium,Salaried,44.36779159646919,4,Married,South,1
4962,58149.83903930835,0.1478199539885534,8509.209026381823,High,Self-Employed,28.481669117811983,1,Single,East,1
4963,64635.711645489806,0.525119516135898,8536.250572311043,Medium,Unemployed,34.00054362598415,5,Married,North,0
4964,50164.684208078346,0.37540993346876117,8509.746745517594,Low,Salaried,55.524337350704364,5,Divorced,East,0
4965,56464.33132714997,0.4338893836540379,8500.695796942591,High,Unemployed,24.923355667773485,4,Divorced,West,1
4966,45908.05137021026,0.37324039429834904,8536.758020348052,High,Self-Employed,34.307597647313216,3,Single,East,1
4967,76788.67376346144,0.6342145020729462,8506.829980917448,Medium,Unemployed,28.1757776766453,3,Divorced,North,0
4968,55583.16363617949,0.435246998299828,8488.170235292879,Medium,Self-Employed,42.473625960843606,4,Divorced,South,1
4969,81791.33317689275,0.6539661039110498,8523.413512757346,Low,Self-Employed,47.436702253030916,0,Married,South,1
4970,82931.21775811362,0.40634520493360016,8498.23907972164,Low,Self-Employed,75.94373837273541,4,Married,South,1
4971,58784.31052917385,0.2755528973441691,8485.92432714064,High,Salaried,50.02418361855765,2,Single,West,1
4972,44873.26901178976,0.31326555230571795,8507.771111260037,Low,Self-Employed,28.107297927914622,3,Married,North,1
4973,28711.531833999943,0.4132775761508713,8508.354542296036,Low,Unemployed,45.838963361464344,0,Single,West,0
4974,37919.44390459813,0.41799366268300514,8444.81876380325,Medium,Unemployed,39.134947749331744,2,Divorced,East,0
4975,39392.4776265201,0.5124026209293693,8516.661523365006,Low,Unemployed,35.512032436504384,5,Divorced,East,0
4976,80677.04441192257,0.23469692331197847,8592.325642454258,High,Unemployed,40.23347108072161,5,Divorced,North,1
4977,61737.36880840419,0.495305739979301,8451.019440409575,Low,Self-Employed,48.94715356870961,3,Married,South,1
4978,65844.06786137982,0.5671528050284513,8474.871213818076,Medium,Salaried,48.35328273101119,2,Single,West,1
4979,26693.68486597311,0.505955193680194,8639.001311161948,Medium,Unemployed,26.507181831313886,5,Single,West,0
4980,42030.503561741076,0.3890968658905545,8458.893365583923,High,Unemployed,40.438567791540336,4,Married,South,0
4981,73306.1966466943,0.6950083906701003,8564.31950385815,Low,Salaried,30.04373986076272,3,Single,East,0
4982,64301.61168573879,0.34288789547752974,8488.564692215463,Low,Self-Employed,41.62173064400854,3,Single,South,1
4983,57791.92081971604,0.16395436874789754,8503.006999615485,Medium,Unemployed,35.602390200245175,2,Divorced,North,0
4984,68472.63537900183,0.5929025292444058,8493.441609647325,Medium,Unemployed,48.1990789512717,0,Divorced,North,0
4985,84536.96709203723,0.22732073132825092,8521.285031074034,Low,Self-Employed,37.258633628366816,5,Single,West,1
4986,56684.36304694424,0.5279713437414653,8421.012341175052,Low,Unemployed,33.00301012598281,4,Single,North,0
4987,61040.54703987104,0.20738576962907554,8509.31302286991,Low,Salaried,40.60158842507079,2,Divorced,South,0
4988,62888.953780969576,0.11012643451476363,8479.831907531772,Low,Salaried,39.804383439427205,2,Married,South,0
4989,95881.6445291099,0.1958791622734154,8406.8463052528,Medium,Unemployed,38.4155613914891,2,Divorced,South,0
4990,28509.656033714615,0.32619321794549316,8556.044451384461,Medium,Unemployed,35.53834846635525,3,Divorced,East,0
4991,70248.34522183212,0.16397094827787898,8394.62486166691,Medium,Unemployed,15.38090129559122,1,Divorced,North,0
4992,58277.966268614044,0.21860745054140923,8607.422311519636,Low,Unemployed,59.43900025093893,3,Single,South,0
4993,68501.57589276269,0.5587757666106358,8530.84765925771,High,Self-Employed,26.569184253032365,4,Married,West,1
4994,50139.411690079134,0.5619301647862784,8431.950210561114,High,Unemployed,42.41043586972536,1,Married,South,1
4995,59265.524537123245,0.590492936314586,8566.90468240086,Low,Self-Employed,43.7732367331433,5,Divorced,East,1
4996,70671.15869198243,0.6046931419285555,8462.481026615413,Low,Unemployed,61.78124695519266,4,Married,North,0
4997,106693.65301565762,0.3522615367682532,8464.758805855992,Medium,Salaried,63.129574390718865,1,Married,East,1
4998,72120.54284103107,0.620529796416117,8409.951484361538,Medium,Unemployed,44.07547915277439,2,Divorced,West,0
4999,47279.01602954237,0.4155621250084258,8456.801855005346,Medium,Self-Employed,29.753380530516434,3,Married,East,1
5000,53643.604769659454,0.3823582701616049,8462.691561405078,Medium,Unemployed,30.063641538619724,0,Divorced,East,0
5001,53198.78837424219,0.5311217973974655,8540.90730428126,Low,Salaried,33.7795053813163,1,Single,North,0
5002,33065.35241054977,0.2282910468159443,8558.359693306464,Low,Salaried,39.71024939294586,4,Divorced,East,0
5003,55048.64712447844,0.5736984260964831,8437.960561067788,Low,Salaried,35.35319237076608,3,Married,East,0
5004,70992.43622732618,0.3576794959397219,8513.526998467894,High,Self-Employed,30.302660017261996,1,Divorced,East,1
5005,40886.518213848074,0.17637724840225627,8407.987267337125,High,Self-Employed,40.889680329888556,2,Divorced,North,1
5006,75727.23976575889,0.17158714811018055,8513.717238744435,High,Self-Employed,31.5769614571871,5,Divorced,East,1
5007,67316.62231626507,0.19894404630802007,8608.104009037046,Low,Self-Employed,53.831092447441094,0,Divorced,North,1
5008,48986.50017043443,0.6343436405462693,8411.009378559791,Medium,Self-Employed,31.6590886248162,1,Single,North,1
5009,57877.05543993229,0.6945626933554284,8449.266672891657,Medium,Unemployed,33.15648472801582,4,Married,South,0
5010,83974.8271146155,0.3141842795207701,8536.363760728682,Low,Self-Employed,41.12340427143312,0,Divorced,East,1
5011,71003.21720258798,0.27528631132317855,8542.259723748508,Medium,Self-Employed,26.93700512200684,1,Divorced,West,1
5012,60131.75482347222,0.2312625835566024,8452.9441627463,Medium,Self-Employed,36.28732175434532,2,Single,East,1
5013,56434.75024558524,0.5942898863003473,8573.679086767905,High,Unemployed,24.966953167165816,2,Divorced,South,1
5014,61149.13605677489,0.22552448945132567,8459.221078376366,Low,Self-Employed,39.40387871627506,1,Single,North,1
5015,52323.54663086545,0.6544540779581618,8583.67338038015,Medium,Self-Employed,31.718292621851177,5,Married,East,1
5016,28428.75741421478,0.5004102273827696,8523.432584402046,High,Self-Employed,35.05342897049784,0,Divorced,West,1
5017,90632.66865802096,0.6382766750015167,8563.560752601852,Medium,Salaried,41.39001260019766,0,Single,East,1
5018,62329.874987991025,0.43240591263648775,8518.541406313274,Low,Self-Employed,35.98877231384931,1,Single,West,1
5019,65972.20897683805,0.5144079173094981,8532.848205217717,Low,Unemployed,47.33623955654833,3,Single,West,0
5020,59131.38375184637,0.4716748603946246,8535.506626328961,High,Self-Employed,30.108080544542272,0,Single,South,1
5021,48973.247989131174,0.5987172737942781,8557.23932713167,Low,Salaried,35.274738139718465,5,Divorced,South,0
5022,57211.13278576844,0.6015164867115286,8498.358609992129,High,Unemployed,36.751623462327046,5,Divorced,West,1
5023,36009.07856708533,0.45387579990707505,8455.004808245727,Low,Unemployed,48.077739758817835,5,Single,North,0
5024,94156.29747079957,0.4795045895978634,8496.05304364985,High,Salaried,50.55587942158073,3,Single,East,1
5025,41482.32002366406,0.653125552298698,8466.625608437953,Medium,Unemployed,30.275246291543635,4,Single,South,0
5026,44520.505742292306,0.6579198903789816,8469.896394608122,High,Unemployed,35.96486212049642,1,Single,North,1
5027,53396.111934204,0.49854987033710896,8582.738861990021,Low,Salaried,20.657673679642226,2,Divorced,East,0
5028,79321.13587278566,0.10465256690389813,8531.136394537818,High,Unemployed,39.991204620092084,5,Divorced,South,1
5029,60217.63498893981,0.1626467288523646,8528.836874111646,Low,Salaried,40.45224998104603,2,Single,South,0
5030,41457.963059543064,0.6147655190646497,8553.632177121057,Low,Unemployed,54.16529553228604,1,Single,North,0
5031,78815.0754113601,0.1508284698224809,8530.87552463827,High,Self-Employed,38.252922575490565,0,Divorced,East,1
5032,70965.00940178223,0.22811150851303982,8593.35387474169,Low,Unemployed,38.78624666124653,2,Single,North,0
5033,68076.52435824678,0.2383280081329911,8395.26778358436,Medium,Salaried,35.53892176484962,3,Married,West,1
5034,70736.01361756261,0.4601408618679429,8450.12036941016,Low,Salaried,45.287761673408454,4,Single,East,0
5035,95915.42850873676,0.4459796787302585,8464.96640759134,Medium,Unemployed,42.57096255644092,3,Single,South,0
5036,92776.42342554168,0.27365051405224017,8431.214176126456,Medium,Unemployed,44.30106912527294,3,Married,East,0
5037,49699.26985495057,0.2245668193410657,8505.646138566064,Low,Salaried,61.413380977830045,3,Single,East,0
5038,84358.27489216729,0.5587192179144854,8507.996634771498,Low,Self-Employed,25.11576132773147,5,Single,North,1
5039,65747.52284638351,0.6612736933635857,8598.766811930944,Low,Salaried,12.634709353809686,2,Divorced,North,0
5040,67486.43724206624,0.13168340794986322,8545.189457092636,Low,Unemployed,47.1256390571323,4,Divorced,East,0
5041,34615.93752535007,0.1799082776229177,8474.623678425596,Low,Unemployed,39.534669831769705,1,Married,West,0
5042,57444.21351917706,0.48529839322342444,8524.71797402487,Medium,Salaried,34.26526367734882,1,Divorced,East,1
5043,47807.64614495153,0.5826648710028554,8408.650993978568,Medium,Self-Employed,50.125683357073456,5,Single,North,1
5044,72420.88222339963,0.5747132012658397,8507.112761324803,Medium,Unemployed,41.7016994350456,0,Single,East,0
5045,76066.20750604208,0.5318098918496136,8504.4393657306,Medium,Salaried,35.93343550217757,4,Married,South,1
5046,28882.70473475533,0.6324567726988551,8454.895130131752,Medium,Unemployed,48.931933643717976,2,Divorced,East,0
5047,59669.47703993594,0.2304093277424877,8489.940131563551,Low,Salaried,47.51679156134733,5,Divorced,East,0
5048,76827.92257191378,0.1643745678951683,8465.373125536174,High,Salaried,46.51164948060947,4,Married,East,1
5049,57199.815565298326,0.46921778205482095,8453.372734088887,Low,Salaried,27.27711054452103,5,Married,North,0
5050,70935.95467503546,0.5933655349140594,8533.724957026394,Low,Unemployed,31.77846384722049,0,Divorced,West,0
5051,65267.48201440626,0.4492261470883439,8551.69555969075,Low,Salaried,42.94234999274214,5,Married,East,0
5052,65124.903479289394,0.6777984924753437,8525.499777049074,Medium,Salaried,44.722606240735665,5,Divorced,South,1
5053,55930.275328975535,0.5773386768350736,8478.09476652902,Low,Unemployed,54.042509477857145,4,Single,West,0
5054,41751.28793796436,0.5204750805455565,8466.872320170065,Low,Unemployed,34.24645743736328,0,Divorced,South,0
5055,43177.047788624586,0.13615437452304016,8479.650000865679,Low,Unemployed,39.97017347975147,2,Divorced,South,0
5056,70640.28771682976,0.16464534323900926,8488.999605290566,Low,Self-Employed,51.711210244090665,2,Divorced,East,1
5057,60291.87383278325,0.5709025795547166,8456.39548709041,Medium,Salaried,38.61037846977525,1,Divorced,South,1
5058,57922.31633089163,0.2189427553462176,8552.691199358802,Medium,Salaried,41.655294801347075,3,Single,North,0
5059,53641.64936516471,0.11730110564739434,8489.88631343048,Low,Unemployed,39.558506973162025,5,Single,West,0
5060,55422.16731778872,0.6464564114481789,8538.24404249892,Low,Unemployed,45.69829691783922,4,Single,North,0
5061,75703.6769173221,0.6344832242207404,8430.00395787972,Medium,Unemployed,45.05101683222672,3,Divorced,East,0
5062,54971.3387719796,0.2310902963388951,8465.582975433601,High,Self-Employed,23.93182240073144,3,Married,West,1
5063,39884.02930047647,0.5681237548437728,8542.969669857628,Medium,Unemployed,46.46200885106137,2,Married,East,0
5064,71154.77663310259,0.12878779672699306,8543.677298820869,Medium,Salaried,56.77051551228422,2,Divorced,South,1
5065,56926.85004202924,0.2710348022939578,8439.873502759558,Medium,Unemployed,26.130710925548602,0,Married,West,0
5066,60470.93798299164,0.4742001449539749,8515.153443799873,Low,Salaried,43.39970008560552,5,Married,North,0
5067,84113.67459599266,0.5579073976950313,8516.465713927591,High,Unemployed,45.77695948715921,5,Divorced,East,1
5068,59691.59163974239,0.10623951327291375,8464.589331064844,Low,Self-Employed,26.797309407865043,4,Married,West,1
5069,64337.75509678088,0.2957251679642464,8517.849899651477,Medium,Self-Employed,32.37653664261618,4,Married,East,1
5070,42316.14763052512,0.2286073360382044,8420.97741501544,High,Salaried,33.183835576538904,1,Single,South,1
5071,56704.9582147356,0.6992682434492341,8453.655407351469,Low,Unemployed,42.173289703266605,1,Married,South,0
5072,69142.89067812901,0.502589339431141,8529.947897282807,Low,Salaried,26.357131817550602,2,Married,South,0
5073,36669.39399238137,0.3434028717278463,8501.475012935014,Medium,Salaried,33.13892302838578,3,Single,East,0
5074,63012.676396735646,0.145391561188411,8504.071016379266,Medium,Unemployed,43.635791923861916,4,Married,West,0
5075,61511.8660896721,0.4592021545041783,8491.245865760719,High,Unemployed,48.61278105150475,3,Single,East,1
5076,60619.31183381159,0.4850208825616385,8526.84512907662,Medium,Unemployed,40.30934641556666,4,Single,West,0
5077,75557.38347987365,0.589843556501881,8529.254844670651,Low,Salaried,29.48709703471874,1,Divorced,East,0
5078,65016.57772272782,0.2731461117516181,8539.574905637799,Low,Self-Employed,37.266436686223166,5,Married,South,1
5079,82171.07847534666,0.6888568482880578,8506.283460013092,Medium,Salaried,42.026264365427984,3,Married,West,1
5080,45096.15726608946,0.3636794435883697,8480.579407978474,Medium,Unemployed,55.22194461123368,5,Divorced,North,0
5081,62038.86850827522,0.2775662527956962,8472.149179524016,Low,Salaried,44.24836035188832,3,Single,South,0
5082,61267.00179584921,0.3090696004008747,8447.157667097186,Medium,Self-Employed,60.860729975107006,1,Married,North,1
5083,43961.1825936738,0.41175163178027424,8479.860508931573,High,Unemployed,48.2749934457974,5,Divorced,East,1
5084,74344.42503137019,0.6620209387042764,8469.680783847858,Medium,Self-Employed,52.14975523654848,4,Married,East,1
5085,94870.09958779227,0.5410952787516403,8580.078937712891,Low,Self-Employed,33.48586304057757,5,Divorced,East,1
5086,59744.90888274254,0.44626578967826935,8447.65312044095,Low,Unemployed,47.609894087298834,4,Divorced,South,0
5087,67575.3163241065,0.19768623278791708,8551.86810587417,Low,Self-Employed,41.79757654368669,2,Married,North,1
5088,61267.77713722991,0.189611986534523,8486.613102833759,Medium,Unemployed,64.49223629413738,0,Married,North,0
5089,49296.229951392364,0.4013181482881384,8489.676352295475,Medium,Unemployed,36.52739882726501,5,Single,South,0
5090,32688.595832969757,0.5372252227609895,8520.05940453057,Low,Salaried,57.80655914021396,5,Single,South,0
5091,49413.39775356952,0.5506073036530661,8429.073122393844,Medium,Unemployed,57.17645024392718,3,Divorced,West,0
5092,39120.62428572403,0.23554863032575504,8460.001246585993,High,Unemployed,34.26215175805338,2,Married,West,1
5093,85561.53117088677,0.16005970770835196,8437.943061002436,Low,Salaried,43.11280485462734,4,Divorced,South,0
5094,58273.354591151416,0.3306765935522737,8480.987084857823,Low,Unemployed,25.67846398446963,1,Married,West,0
5095,54811.21006429244,0.6509035259464445,8454.540242911007,Medium,Salaried,58.12681729611078,3,Single,South,1
5096,73337.30737181709,0.42722035160162936,8565.85715886529,Medium,Salaried,18.524738292539826,0,Single,North,1
5097,43173.73345716168,0.2920598600990646,8470.832826299962,High,Self-Employed,23.87909023539936,1,Single,East,1
5098,48497.03942993171,0.294182601003473,8381.075207988577,Medium,Self-Employed,38.45511622472677,3,Single,East,1
5099,61021.084038729314,0.17925222713331096,8483.278360470098,Low,Unemployed,30.59189647898694,3,Married,West,0
5100,75431.53487135221,0.3839342416636948,8540.37277109634,High,Unemployed,30.022450567279396,0,Divorced,East,1
5101,67525.27567753183,0.5748176071089031,8581.513422572809,Medium,Self-Employed,36.591600800480656,1,Single,South,1
5102,63724.877137738236,0.6811352149164047,8488.525338985699,Low,Self-Employed,49.574555247003055,4,Single,East,1
5103,61171.766028540245,0.40095699997478523,8474.154996598172,High,Self-Employed,49.97576499108086,1,Divorced,North,1
5104,66003.53783290162,0.20032894950561306,8499.277401919973,High,Salaried,44.58923688894786,3,Married,West,1
5105,63024.79357693882,0.5097702398817188,8520.752806976756,Low,Self-Employed,44.98487363330397,2,Single,West,1
5106,44550.415878345964,0.5540748056471771,8443.555799639693,High,Salaried,40.389188420307974,0,Married,West,1
5107,60691.18832449727,0.14301984965386133,8487.777481925776,Low,Unemployed,50.36907123416145,3,Single,North,0
5108,43894.67011623371,0.6100834777787373,8497.523271815739,Low,Unemployed,41.23982397367334,2,Divorced,West,0
