,Annual_Income,Credit_Score,Employment_Length,Age,Loan_Term,Loan_Purpose,Employment_Status,Loan_Categories,Region,Marital_Status,Approval_Probability
604,44476.3045320721,522.0661357630906,7.858802556348008,58,19,Home,Employed,Large,South,Single,0.23694082527664878
605,85293.4521639271,414.2621001567047,14.033498339695328,41,20,Personal,Self-employed,Small,West,Divorced,0.6282421132258773
606,54760.0462086951,656.8108154801598,0.3304545957305316,43,1,Car,Unemployed,Large,East,Single,0.20171763257887076
607,73712.38332576906,779.1528754926748,2.9230936454842715,42,11,Home,Employed,Medium,North,Married,0.5488802379613275
608,90410.07250258283,711.57534061737,16.593714231127354,79,5,Car,Self-employed,Medium,East,Married,0.7503202746985679
609,112847.37943552384,777.816476795123,12.911472737463423,37,7,Home,Unemployed,Small,West,Married,0.6476648750614726
610,34717.456780931876,595.1050690559397,7.2838940258376805,57,13,Car,Unemployed,Large,West,Divorced,0.1107369952059328
611,125929.24786908511,713.531934403055,10.013332804454375,58,23,Car,Unemployed,Medium,West,Married,0.6524435055939489
612,105348.04673890893,377.03550764741505,18.102842992915342,59,6,Home,Self-employed,Large,West,Single,0.5054782101818457
613,39811.08383386463,491.5510384497553,12.63156218958173,61,13,Personal,Unemployed,Small,North,Single,0.2791382709207899
614,134829.43489281327,514.2520404648374,7.962985678686605,19,6,Personal,Employed,Small,South,Divorced,0.7315633831706748
615,140504.6880638176,581.212660435319,2.4065331479507,59,15,Car,Employed,Small,South,Single,0.7353226772664259
616,37329.35518258365,810.991998141253,5.87493603251122,52,8,Car,Unemployed,Medium,West,Divorced,0.2916558439126923
617,63225.317777664444,780.8631081221959,19.566804655931666,50,11,Personal,Unemployed,Medium,North,Married,0.38016360928625453
618,126744.15357516737,373.98902075905147,8.74726125703555,34,10,Home,Employed,Medium,West,Divorced,0.4990396800334307
619,119791.162846039,395.03430853535474,9.436789276897217,75,9,Home,Employed,Medium,North,Divorced,0.4292898633592815
620,52142.52232276528,496.70230227390124,9.971960647940307,80,4,Car,Unemployed,Small,South,Single,0.25882009381206117
621,55121.918800405234,459.90912623987066,17.682080458964222,39,14,Home,Employed,Medium,North,Single,0.30665492524943383
622,74456.65233496584,638.1240242359443,12.078565687706197,18,4,Car,Unemployed,Medium,South,Married,0.31504966649699495
623,88142.75822292257,796.5268262704997,13.873540729038442,54,24,Home,Self-employed,Medium,North,Single,0.800040144943812
624,104190.57258363551,829.2603479199228,7.78827085098208,47,15,Car,Unemployed,Small,East,Single,0.6533360869539736
625,74269.6367483727,659.4816238943746,0.581752371779487,63,21,Home,Unemployed,Small,North,Single,0.35651367222108665
626,85504.16593597774,760.9875607705977,18.619458284856886,23,10,Car,Self-employed,Medium,West,Single,0.607111575380747
627,119696.51257605078,588.8612101269384,18.98255361832813,58,14,Personal,Unemployed,Large,East,Single,0.438570739184872
628,34401.984346871744,414.5798207730218,18.98306106696102,71,25,Personal,Unemployed,Large,East,Married,0.10092047276768452
629,60292.43332128249,588.5786266514126,18.87374173293433,31,6,Personal,Self-employed,Medium,East,Married,0.6911716943199773
630,115601.95030614629,605.2954307907081,16.304838821391222,53,16,Personal,Employed,Medium,East,Married,0.677678409796975
631,137424.8205224639,708.3516603174561,13.691921002326538,50,25,Car,Employed,Medium,East,Married,0.6299891140146582
632,91401.29305387994,420.935644339042,16.89019836534571,55,12,Home,Employed,Small,East,Married,0.453095091483708
633,93853.61823183789,502.57071014770247,12.010924780020725,56,28,Car,Employed,Large,East,Single,0.30094894343316014
634,42860.64136077312,500.2151080680115,2.6873922778404724,70,4,Car,Employed,Small,North,Divorced,0.4846102683400074
635,83689.48401881456,827.6917776576407,7.824363300828421,23,1,Car,Self-employed,Large,West,Married,0.7028260058051666
636,93914.07197460278,544.1697281796954,19.42589823945875,43,30,Home,Self-employed,Small,North,Divorced,0.7067880188842726
637,59096.46043616756,715.3016820139806,7.022756271913126,41,4,Car,Unemployed,Small,East,Married,0.37014597490965073
638,62309.18771392571,712.9462597559415,17.35655827462739,50,25,Personal,Employed,Medium,East,Divorced,0.4581162235190155
639,75274.09957255471,446.04930164178273,1.8642294154973915,25,13,Personal,Self-employed,Medium,East,Single,0.4629168547240535
640,32408.543733327166,614.5283291544526,6.683676847509393,61,7,Car,Self-employed,Medium,North,Single,0.47770981761694703
641,68649.49986998139,791.8665913252564,7.019066494547593,78,15,Personal,Employed,Small,West,Single,0.7778644671697833
642,55373.76083958536,561.3587457013222,1.0320508621796032,60,6,Personal,Self-employed,Medium,West,Divorced,0.5329139429038594
643,69299.68226134976,819.8146290384003,2.3818866037350994,51,30,Home,Unemployed,Small,North,Married,0.6298443321256142
644,44371.45581831015,417.9520261282889,3.8633042224354197,51,14,Car,Unemployed,Small,South,Single,0.20260956036597355
645,136863.2736887874,340.7875081757169,16.75631181620226,41,18,Car,Employed,Medium,South,Divorced,0.5181167594996468
646,101231.09442648584,790.2996302296121,1.2680397987961278,19,4,Personal,Employed,Medium,West,Married,0.7407092540734176
647,111492.27829733875,766.2246588792192,5.9740180268877445,25,1,Car,Employed,Small,South,Single,0.7252413432125603
648,124700.5486328806,845.9244317636146,0.20350005178535024,70,29,Car,Unemployed,Large,North,Married,0.5474656383020797
649,89813.06387148687,673.6664184618344,13.912554908060494,42,3,Personal,Self-employed,Large,West,Married,0.7033824509810587
650,40430.43457049084,815.1783596669322,12.406061800867596,74,13,Personal,Unemployed,Small,West,Single,0.4783297810562665
651,94452.78501822574,754.821963796261,12.899645241062835,47,18,Car,Employed,Medium,North,Single,0.535310177845523
652,100420.9341625055,764.4344832160477,7.487655694292375,49,29,Home,Self-employed,Medium,North,Married,0.810901635455642
653,119452.73690211959,613.0278637498476,4.165356425351381,73,4,Personal,Unemployed,Medium,North,Single,0.3941756808238883
654,81799.14554756152,510.300528854191,14.406404265720667,47,4,Car,Employed,Small,East,Single,0.4795510571184745
655,45309.63633546765,814.0069398988051,16.222357454813903,74,11,Personal,Employed,Medium,South,Single,0.5827605959727502
656,64053.10869584694,537.664446588742,2.7720299619640354,24,14,Car,Self-employed,Large,South,Divorced,0.35255630265715016
657,73569.8755678362,596.350651987318,9.736588558748426,65,25,Car,Unemployed,Large,West,Single,0.14722615690654983
658,107510.06895979214,545.3628689188532,4.97431363957725,41,7,Home,Self-employed,Medium,South,Single,0.7453658771389614
659,98493.39656026942,610.6500726781084,3.3621372241226744,71,29,Personal,Self-employed,Small,West,Married,0.8602081069646171
660,72731.60710774155,558.7777934457799,14.686506269899981,80,3,Home,Unemployed,Large,West,Married,0.22629817575394068
661,148381.82985515756,326.3821572187117,10.76193870945674,26,7,Personal,Unemployed,Medium,East,Single,0.45768235924987516
662,102692.97832282646,785.1265023042342,4.323706647573355,33,8,Home,Unemployed,Medium,West,Married,0.49321169611558235
663,58467.21500831934,544.4166004036733,6.200000224230902,19,12,Personal,Self-employed,Large,East,Divorced,0.560588860292974
664,42213.89671444845,623.9190066790418,19.333073426554847,52,7,Home,Self-employed,Small,South,Single,0.6885449184144742
665,48343.096702119845,376.55329151689284,16.973591294171133,51,24,Home,Unemployed,Small,East,Married,0.19054166245107423
666,59514.927406140974,301.86331639045153,17.598934857462567,80,16,Personal,Unemployed,Large,North,Married,0.19535175090751905
667,49281.76479114668,434.9095515040036,9.20024194161416,39,30,Home,Self-employed,Small,East,Single,0.5018601465703466
668,52388.04288615669,687.5223176733426,12.476145278417501,36,25,Home,Unemployed,Medium,West,Married,0.27421657492990154
669,64211.42024326165,354.5569915620832,7.535354804088232,76,17,Personal,Employed,Small,South,Married,0.5412262686632866
670,50804.83143537058,799.8880922125574,1.5542395137778109,66,26,Personal,Unemployed,Large,West,Married,0.29616499371645133
671,137611.85095517102,418.2624131459015,8.021386213135651,69,22,Car,Employed,Large,South,Single,0.4368986547445736
672,39628.049479397065,412.5264878604767,11.879615064142895,38,4,Personal,Employed,Large,West,Single,0.220287169706691
673,92941.36674843056,399.82937889182256,5.742885415362629,29,17,Car,Self-employed,Medium,East,Married,0.5011215101482783
674,79247.61923875938,307.6899421342506,16.959011494548314,28,18,Home,Self-employed,Medium,West,Married,0.28984303006452894
675,147885.43402903277,724.4930076630291,3.0220031834919725,69,26,Personal,Self-employed,Medium,North,Married,0.9112567459843514
676,43444.66826016628,781.2689921848922,7.342581788738398,71,4,Car,Unemployed,Large,North,Single,0.16106721789554043
677,77742.67188548899,637.7894864389094,2.4980781064840585,36,17,Personal,Self-employed,Small,South,Married,0.7253365981102959
678,146336.45199304426,403.50998992392425,8.096642679704507,75,15,Car,Unemployed,Medium,South,Married,0.465516758841907
679,133860.85510727763,456.90289831748385,0.793226099485409,23,22,Car,Self-employed,Large,East,Married,0.6164072977944781
680,128048.64851391359,561.7596835507298,5.450987901232908,59,17,Personal,Employed,Large,West,Divorced,0.640725853011519
681,60948.33924539278,824.8902733928154,8.014705102273673,31,13,Home,Self-employed,Medium,North,Divorced,0.6642351202680826
682,50506.5104868079,436.0432544997585,9.563307265533831,50,25,Home,Employed,Small,East,Married,0.40151522373412213
683,110237.18639093172,702.4052471559385,10.873927169502837,64,26,Car,Unemployed,Medium,South,Married,0.42179150806847915
684,141525.1186953103,541.6965228111062,5.499822595798378,55,3,Car,Self-employed,Small,East,Divorced,0.8064142794442731
685,96811.54716167158,463.81604159801196,10.460826692297447,30,12,Home,Self-employed,Large,South,Married,0.5246452577668994
686,98593.52273638798,550.7537653621625,10.180092431241196,73,27,Personal,Employed,Large,South,Married,0.49408193930054894
687,63597.4912392341,339.1636946476779,6.3235610175241685,43,17,Personal,Self-employed,Large,East,Single,0.4467585053631548
688,122339.15198303243,739.2780540116994,16.604006613129563,31,22,Home,Unemployed,Small,West,Divorced,0.5223969236088611
689,52445.24982690281,433.81606039063195,10.912822531871303,62,22,Home,Employed,Medium,East,Divorced,0.34384268006163154
690,68841.50836850924,698.9766677561338,6.6453943749309,41,7,Home,Unemployed,Medium,South,Divorced,0.2915097400131931
691,81052.37263397001,337.5916042965071,18.94677024161553,65,7,Car,Unemployed,Small,North,Single,0.2234889719581449
692,90913.2454421346,825.3042058911274,16.90224826142322,18,26,Home,Employed,Medium,West,Single,0.6932574614991505
693,59089.16788980963,406.15824197313424,19.651756231036018,63,11,Home,Unemployed,Small,West,Divorced,0.1960839681859241
694,43780.41896870443,785.5081419138943,13.844677492908415,80,16,Home,Self-employed,Medium,North,Single,0.556886559495818
695,103274.4050929959,745.2102652884889,7.564458110120937,62,4,Home,Unemployed,Medium,West,Single,0.5058968002958605
696,64635.666388830694,832.3229582447788,5.6172133335802465,72,16,Personal,Self-employed,Small,South,Single,0.8071902846666625
697,99748.58657071348,562.8398635201623,13.26635687348962,47,5,Personal,Employed,Medium,East,Married,0.5488793065802462
698,48523.52583290428,700.0685116152733,19.616331649906073,27,19,Home,Self-employed,Large,South,Divorced,0.4008356357384982
699,87736.8122225781,503.89086137078124,12.534301602076976,27,22,Car,Unemployed,Large,West,Married,0.1934478706691648
700,93910.7319061903,401.4025309108316,17.632298819796763,45,29,Car,Self-employed,Small,North,Divorced,0.5576365125950508
701,36218.82441869123,543.6917631133969,6.582068620955372,21,14,Personal,Unemployed,Medium,West,Single,0.22392431922500983
702,70392.51338327047,391.1619584636502,8.139075649485113,31,7,Car,Self-employed,Small,South,Divorced,0.6683505341866748
703,46129.76123267691,840.1245425325112,18.125504791787066,29,9,Car,Employed,Small,West,Divorced,0.6036522488032214
704,37604.99645673213,352.935570127394,15.137334039156375,71,25,Personal,Employed,Medium,West,Married,0.26485758530452636
705,148795.22788679344,624.0664478989412,19.628206407358114,55,28,Home,Self-employed,Large,South,Married,0.7712712319933577
706,68682.46139696676,644.5551203897307,15.495284194644839,64,13,Home,Employed,Large,West,Single,0.3078795365172465
707,127184.93350255619,595.9437485807298,8.970314144364636,54,16,Personal,Self-employed,Medium,South,Single,0.8167305883387682
708,60556.878571651665,664.2022371415085,10.621360396447262,27,21,Home,Unemployed,Large,North,Married,0.20351742316464128
709,111780.32666687151,363.89942625654004,18.010309849262732,58,4,Home,Self-employed,Small,West,Divorced,0.7840490625266253
710,121227.34318676239,605.2601883129101,11.03293472196096,44,7,Personal,Unemployed,Small,North,Divorced,0.6522389970912941
711,101476.64887294131,457.96691412004884,5.107947483288903,59,30,Personal,Self-employed,Small,East,Single,0.8168550735382414
712,86589.142626019,817.0968348155811,8.712396255398989,73,3,Personal,Unemployed,Large,West,Single,0.438205068960666
713,79420.90969767222,719.1394093918492,10.326319776982357,29,20,Car,Employed,Medium,East,Single,0.4932061728730795
714,71864.19198515944,834.8829651878584,1.9343966710225913,39,15,Personal,Self-employed,Medium,North,Divorced,0.7032793307251625
715,141543.4973097391,320.65583835710424,14.875253485057804,21,25,Personal,Employed,Small,North,Divorced,0.7312680970867866
716,129674.3289345275,456.82324634938976,2.18707866709946,46,21,Personal,Employed,Small,South,Single,0.7836631585428634
717,145803.22927998152,407.48242265109195,8.098354267376113,53,26,Personal,Unemployed,Small,East,Divorced,0.6012652702653437
718,44915.66681826537,306.13502302150675,16.09244883080809,62,14,Home,Employed,Large,East,Divorced,0.12120596469322607
719,117704.09702443732,433.2791516354768,9.351407232265938,74,7,Personal,Unemployed,Medium,South,Divorced,0.47727654955142595
720,142600.85481852453,673.3267909362359,16.84031039437016,31,18,Personal,Employed,Medium,East,Divorced,0.7719492605057842
721,51747.96793987922,427.0989071740127,6.8376264411223,29,25,Car,Employed,Large,North,Divorced,0.14196091285013468
722,37979.552084013296,579.9518950154401,19.15272587996871,62,5,Car,Self-employed,Medium,North,Divorced,0.4014017975564347
723,118934.47791480708,788.2999632307492,4.189368636104711,37,21,Home,Self-employed,Small,North,Single,0.8872539872002048
724,98936.77358158943,681.5668561919914,0.7652828997860261,62,20,Personal,Unemployed,Medium,North,Single,0.42679501636869527
725,131019.45321099265,517.0459884483175,17.448530859808372,40,8,Personal,Employed,Medium,West,Married,0.6734774457475706
726,46772.685195154736,504.85791640165957,15.044054319008165,79,27,Personal,Employed,Large,South,Single,0.18965797824548122
727,125432.07742318683,550.6546977046665,4.639676741347456,39,20,Car,Self-employed,Medium,West,Married,0.7337599180070471
728,54195.27840572935,397.37279258294853,19.69483214273348,51,18,Home,Unemployed,Small,West,Divorced,0.1747980472833958
729,49638.71314388454,648.7004220787935,10.045602585370556,38,21,Car,Self-employed,Large,East,Divorced,0.3688359169935784
730,49711.89575171915,500.28405050753304,19.02130880288327,68,19,Personal,Employed,Large,South,Divorced,0.23978726589713753
731,127748.96642776586,768.800942094124,10.100575427739987,26,20,Car,Unemployed,Large,West,Single,0.5390216973678552
732,109823.66648354402,716.1039630317989,9.43749173542582,27,3,Personal,Employed,Small,West,Divorced,0.798175787268678
733,92767.85097229431,635.782240250688,8.9827707428893,66,23,Personal,Self-employed,Medium,South,Single,0.6814393866520445
734,73059.6580948203,500.31122245723384,6.697505522659004,27,30,Personal,Unemployed,Large,North,Single,0.2993336936741529
735,135264.064897573,415.46250742041644,10.674029943531034,69,6,Home,Self-employed,Small,South,Single,0.8575509411502699
736,77093.41289071625,726.8835252580926,9.051093238971358,62,18,Car,Employed,Small,South,Divorced,0.6953793416792544
737,127991.93273658925,567.5250044450976,0.7349375324710827,69,27,Personal,Employed,Small,South,Single,0.8171137716280121
738,82696.1890284262,423.61252099754665,5.20870466847005,74,15,Personal,Self-employed,Medium,North,Married,0.5116963027772233
739,75233.33153098891,407.3460382720034,4.262456002111168,47,14,Home,Employed,Small,South,Married,0.5338612076166908
740,85521.57428035277,390.97049747574744,17.34871204642133,50,24,Home,Self-employed,Medium,North,Divorced,0.5164512881448619
741,66165.34489969705,727.4386579130772,11.977399544536828,19,21,Personal,Self-employed,Large,West,Married,0.5552935171606083
742,119713.12562115013,425.9429519151714,15.273662008994549,66,22,Personal,Unemployed,Large,West,Single,0.30513535620626137
743,90326.4468110975,589.6532449388586,19.13652075498561,49,8,Personal,Employed,Medium,North,Married,0.5452921261461062
744,57865.523417618075,548.350498535181,12.880785450528201,62,11,Personal,Employed,Small,East,Divorced,0.45344626933391025
745,137948.9487929482,618.7859945755562,19.652199828094886,34,11,Home,Self-employed,Large,South,Married,0.7889527635914566
746,76066.94656478536,782.4351952041568,6.235281033042592,45,12,Car,Unemployed,Medium,West,Married,0.26252595483995156
747,95226.34333367863,777.2610645449519,3.725343646257877,79,16,Home,Self-employed,Small,West,Married,0.9006796846090007
748,138776.65331574564,548.0918395036728,8.066197759858229,62,7,Home,Employed,Large,North,Single,0.5544078415363047
749,104908.55950967905,308.4514379040978,9.41598829871616,34,27,Car,Unemployed,Medium,East,Single,0.2268888919613296
750,44027.764885003686,534.5440931428667,17.9072308570517,68,3,Personal,Unemployed,Small,East,Married,0.33555599586237106
751,142779.85483361702,633.4064455832772,11.198808780733527,76,2,Personal,Self-employed,Small,East,Single,0.8823422686539667
752,105324.96636857014,606.770617503934,5.84361998836034,31,3,Car,Self-employed,Small,North,Married,0.768680979362354
753,70188.67375885033,658.2348581901131,14.852685657350417,69,8,Home,Unemployed,Medium,North,Married,0.28936360635310093
754,46712.64871960647,384.7416528601959,10.116638742781419,27,20,Personal,Employed,Medium,South,Married,0.25613896123332386
755,125283.02271243552,655.5943043294029,3.2426389055034033,51,8,Car,Employed,Small,West,Divorced,0.8089594808612962
756,104408.73071142162,400.45839030907473,11.536395751825044,31,4,Car,Unemployed,Small,West,Divorced,0.2876207015838039
757,94015.33103715858,712.7881893832119,18.227890736145678,34,23,Car,Self-employed,Small,North,Single,0.8031676590320753
758,137267.10996611492,486.498187294474,16.8524523495164,54,13,Personal,Self-employed,Small,West,Divorced,0.7958138663389852
759,124631.66534694369,690.4424883597994,11.736199452706622,39,22,Car,Employed,Small,South,Single,0.788579244154177
760,48200.98556793014,326.3260793983589,7.541663477699762,35,26,Home,Employed,Small,North,Married,0.32428297373744874
761,67406.64813546579,524.3230140750023,1.7395750212842231,52,17,Home,Unemployed,Large,West,Divorced,0.2344549590152492
762,59818.69677773589,687.768987244833,9.392978466632476,65,29,Car,Employed,Small,East,Married,0.5194481382908398
763,119273.55510872124,424.7787839823218,15.041588750591583,75,27,Car,Employed,Medium,North,Single,0.4794021966198218
764,34023.892168293525,737.4078746384724,7.205474394660212,68,24,Car,Self-employed,Medium,West,Married,0.47556680358954656
765,98386.76218455799,646.9288532077126,4.708936511033288,35,22,Home,Self-employed,Medium,West,Divorced,0.7812254822886099
766,121495.04228888286,623.158974682389,18.62759438541907,69,18,Personal,Employed,Medium,South,Single,0.673778012695869
767,135211.87641140993,494.45186981238544,16.43111400915985,47,5,Home,Self-employed,Large,South,Divorced,0.6585969467393199
768,71049.8098459089,565.3483087096147,12.765512388402893,54,12,Car,Self-employed,Large,East,Divorced,0.4020129136740867
769,128550.87656064154,628.5421155378192,2.7356668784103877,57,2,Personal,Self-employed,Medium,East,Divorced,0.8143808299941427
770,43275.808434624865,559.8541626531897,2.8981768081234605,23,10,Personal,Employed,Medium,East,Divorced,0.37629161147551854
771,131574.27500814217,684.0723281673081,2.0643918291155794,32,7,Car,Self-employed,Medium,South,Married,0.8363108616792024
772,45298.63947983789,538.5333132088277,12.325933337854863,74,15,Car,Employed,Medium,West,Single,0.37329732077244626
773,77674.47486724408,411.2502499581167,2.31125592946672,52,27,Home,Employed,Medium,North,Divorced,0.27324082326223437
774,125675.44389354643,417.663580540576,16.85254397725266,43,26,Home,Unemployed,Large,North,Divorced,0.30049453473633214
775,47990.09128185285,303.1920728636176,19.859300036386443,58,22,Home,Unemployed,Large,South,Married,0.09712471273702546
776,57510.167427916975,465.52674355726987,7.326963694173305,44,7,Car,Unemployed,Large,South,Divorced,0.11908159007052505
777,116670.30820716795,711.9047022631858,9.073396939341949,47,15,Personal,Employed,Small,South,Single,0.8649438975172901
778,116404.38438552892,736.7894898606852,14.233343539713575,28,16,Home,Unemployed,Medium,South,Divorced,0.43231824737182817
779,106937.71594623568,411.3571481526625,18.743060126515317,69,22,Car,Self-employed,Medium,North,Divorced,0.59526657588431
780,113273.813336052,827.4741982792742,17.881875471127703,41,26,Personal,Unemployed,Small,East,Divorced,0.79279976503288
781,95126.93320171154,576.3215364140697,1.1518365749969717,75,1,Car,Employed,Medium,North,Single,0.4539389436375606
782,60215.88706883433,804.3383119601765,3.3814360511353003,72,15,Car,Self-employed,Small,South,Divorced,0.675077077572153
783,71483.51922047033,688.7209050238971,15.091943971155846,31,3,Car,Self-employed,Small,East,Single,0.7751397442330353
784,51791.72601617108,697.3383826623271,13.777862160648946,40,10,Home,Self-employed,Small,North,Single,0.6571701618844816
785,139014.0673600354,346.7739917183391,2.6643718808024652,26,16,Car,Unemployed,Small,South,Divorced,0.4150133311411172
786,100007.01537193445,420.99511979331186,10.041291640031353,59,2,Car,Unemployed,Medium,South,Married,0.16578980717713349
787,78102.17001163679,304.84815831195993,15.616292621705911,79,17,Car,Unemployed,Small,West,Divorced,0.2003076674039432
788,85440.69643729592,693.8702022622056,4.375613645253873,64,1,Home,Unemployed,Medium,West,Married,0.3266541415652146
789,143674.00075341784,489.4410586356805,17.425752714693324,35,4,Car,Self-employed,Small,South,Divorced,0.7465357978680732
790,48402.16837392962,732.6588838419907,1.0594354964073593,70,11,Car,Employed,Large,North,Married,0.2868779823501102
791,100347.57984201566,486.41492096536444,15.643901701361479,68,17,Home,Unemployed,Medium,West,Single,0.36803388920281427
792,90706.64146613592,750.6335637643735,12.316377995797405,56,2,Car,Employed,Small,North,Single,0.7252860550925889
793,103374.50825215774,371.88403956157214,6.303986933086982,36,1,Personal,Self-employed,Small,North,Divorced,0.6349765003835957
794,32173.22205850086,395.3552362166295,14.418650966838227,22,29,Car,Employed,Small,West,Divorced,0.2991613309685332
795,134654.86907329818,487.48209677116506,15.647315903023193,70,28,Car,Employed,Large,South,Married,0.5342607893051285
796,141854.1938980335,524.6680638852504,18.677979426079386,35,28,Home,Unemployed,Medium,West,Married,0.48116138908038614
797,97815.98203070507,491.7865459636381,7.3554934430852725,76,6,Home,Unemployed,Large,North,Single,0.21441089876073763
798,113598.09886522708,720.0058678877709,13.720334719599098,50,11,Home,Self-employed,Large,East,Married,0.655110699190546
799,140699.92574127548,353.3232659446931,12.052325538693818,61,4,Home,Unemployed,Large,West,Single,0.294801883339776
800,114868.63611760784,493.1693608011684,10.504121389141769,55,24,Personal,Employed,Medium,East,Single,0.6424465693162947
801,48304.68514971136,760.4819997335027,17.808329483100756,30,11,Car,Employed,Large,South,Married,0.35090462857578303
802,99154.60322001758,336.7383924941946,0.06334628276800647,66,5,Car,Employed,Medium,West,Divorced,0.4682177152103764
803,102805.8055659427,818.2889292192466,5.6422321220719525,26,30,Personal,Employed,Medium,East,Married,0.7382752085824436
804,80895.68055628632,842.4742632496071,10.765544790896602,43,10,Home,Unemployed,Small,South,Divorced,0.4884996546511236
805,118373.30827496674,348.712495603794,3.565865232731047,70,5,Car,Self-employed,Large,North,Single,0.5716637602983276
806,142124.04177228178,460.19988724065536,18.157330674655164,18,27,Personal,Unemployed,Large,South,Single,0.2865777852263057
807,141068.22154881316,504.8203663194459,12.951902352260307,29,27,Car,Employed,Large,South,Divorced,0.4974919936269387
808,84100.72456849585,727.0152527589993,9.557659892639798,41,24,Personal,Self-employed,Medium,North,Single,0.6989109961288172
809,43588.56550089063,627.7597466642036,16.29403518133309,18,27,Personal,Self-employed,Medium,South,Single,0.5413695839921143
810,148180.94387548015,654.401135270912,9.017723829302076,21,26,Car,Employed,Medium,West,Married,0.7256875312337598
811,130667.77037351209,716.6304025501782,11.17306023860019,24,22,Home,Employed,Large,South,Married,0.5834647712339248
812,44959.52174439202,364.88844969036415,0.05501991107841997,69,22,Home,Unemployed,Medium,East,Single,0.14807382233452793
813,140501.0259140847,758.2652013006443,7.314010603901471,45,3,Personal,Self-employed,Medium,South,Married,0.8814446074975969
814,134387.56344745538,688.0908922990792,2.775809447019395,54,29,Home,Self-employed,Medium,East,Single,0.86063066503672
815,92260.56685512865,617.5379488580037,13.793773613245822,72,6,Car,Unemployed,Small,South,Single,0.37237889606420777
816,100953.0522893915,789.3544341306812,9.580539179514675,69,26,Personal,Employed,Medium,West,Divorced,0.6695163618833889
817,77880.32446441564,685.1684946360939,6.035151145004615,22,13,Car,Self-employed,Large,North,Married,0.452480756372019
818,36571.39665864376,410.934979447064,9.356646787434848,56,16,Car,Unemployed,Medium,North,Married,0.11844987157032721
819,70223.66899750811,536.3599595916168,4.192597759026924,49,7,Home,Self-employed,Small,East,Single,0.7471420442233395
820,126342.41383176137,571.7235768146533,18.50173264972281,66,18,Car,Unemployed,Medium,South,Divorced,0.4001929943383891
821,30555.842760552343,330.3696947127231,1.07945265101826,48,3,Personal,Self-employed,Medium,South,Married,0.20040566086129274
822,70019.9006029373,825.0506323480307,17.308340705922408,61,6,Personal,Employed,Small,West,Married,0.7755104061739566
823,77780.2432309132,370.71749343828316,10.22717577466702,32,10,Car,Employed,Large,South,Single,0.25574778733220344
824,94487.47235255074,683.6036969746998,12.378929922776345,20,16,Car,Self-employed,Small,East,Married,0.734516350941226
825,140382.67396953126,578.427069849984,6.052112418174076,66,25,Personal,Self-employed,Medium,East,Married,0.8480266778132954
826,71561.51932391535,314.0977374364324,19.333952335886426,63,13,Home,Self-employed,Medium,West,Single,0.44140340353918894
827,71634.38422754733,808.6111117253989,5.637019170389797,64,25,Home,Unemployed,Medium,East,Divorced,0.2706622818639388
828,118500.1497731698,768.5102448504133,11.777559942806086,64,24,Home,Employed,Medium,East,Married,0.7748298817076413
829,84266.15290677686,588.3418603471096,19.868334102142576,32,24,Car,Unemployed,Large,West,Single,0.2596954072950473
830,56952.57875279784,425.9182848766949,17.621887927668915,68,9,Car,Employed,Medium,East,Single,0.25227598086057806
831,84292.7419359232,366.89258987405185,10.72659650572212,60,27,Personal,Employed,Medium,East,Divorced,0.44949637213919474
832,46902.84244557598,499.8658636876696,19.80749045934424,35,16,Personal,Unemployed,Small,North,Divorced,0.4124293186418062
833,51166.4383807468,440.4855545753498,14.027397234652293,38,11,Personal,Employed,Large,West,Single,0.2173024954233136
834,89804.13272873758,578.6801605534642,4.174008322836187,27,9,Personal,Employed,Small,North,Single,0.7476946693428935
835,80271.05394054575,831.5251128678859,8.111924208716129,38,10,Home,Self-employed,Medium,South,Single,0.7496937775233011
836,139781.50812817202,616.2244212763028,6.68986668023102,43,11,Car,Unemployed,Medium,West,Married,0.42634445842089397
837,73487.26789399597,789.4620807395538,6.880274165423783,58,29,Car,Unemployed,Medium,South,Married,0.25795526293845417
838,99670.60203336521,657.9833606226775,15.209128787197326,73,25,Home,Employed,Large,East,Married,0.5343332080950532
839,105871.71455034365,561.3855896229602,11.685258545455872,20,21,Personal,Unemployed,Medium,North,Married,0.34362099870738916
840,31571.334790600038,770.0341595033542,0.7618542317905708,18,22,Personal,Employed,Small,East,Divorced,0.6515584343962582
841,109624.48464200528,559.2524605951486,17.54896967301952,38,15,Car,Employed,Small,North,Married,0.5280936963281592
842,51364.31602437017,777.7454937806986,5.935922809603291,28,21,Personal,Unemployed,Large,North,Single,0.2744433290540156
843,145328.4380963346,460.3672232666709,19.941497538262873,33,13,Car,Employed,Medium,North,Married,0.5930792075518496
844,47839.52733037355,370.8471905696435,19.083814606695714,52,17,Home,Self-employed,Medium,North,Divorced,0.4420628618719396
845,79754.89484724285,770.4229553996161,18.810614333639304,38,4,Car,Unemployed,Medium,East,Single,0.38295230228777405
846,40241.96016943726,623.0783400859667,16.222552081279474,58,30,Home,Unemployed,Large,East,Married,0.15624925528631334
847,149624.91022151368,789.0008190369281,4.412266633670852,28,11,Personal,Employed,Large,East,Married,0.7714345891178378
848,90263.40123974912,815.8049638458108,10.652654880575641,79,29,Car,Unemployed,Medium,North,Single,0.42544900244930833
849,101446.20207840526,329.49561470429705,4.486052536499492,48,1,Personal,Unemployed,Small,South,Single,0.45351217903475805
